workerid,strangedescription,trial_type,actual_utterance,actual_effect_question,name,object_level,gender,num_objects,object,effect,actual_cause,quantifier,rt,cause,response,other_gender,slide_number_in_experiment
10,baseballs don&quotechart stick to walls,cause_effect_prior,"""Some of the baseballs stuck to the wall.""",Do you think Laura is describing a normal event?,Gary,object_low,M,15,baseballs,stuck to the wall,Gary threw  15 baseballs  against a wall.,Some,8264,threw __ against a wall,no,F,25
10,Joyce is probably in jail for terrible driving.,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Kenneth is describing a normal event?,Joyce,object_mid,F,15,bus drivers,honked,Joyce cut off  15 bus drivers.,short_filler,13338,cut off __,no,M,26
10,You can&quotechart put things in the sun.,cause_effect_prior,"""Some of the mirrors reflected the sunlight.""",Do you think Carolyn is describing a normal event?,Rebecca,object_high,F,15,mirrors,reflected the sunlight,Rebecca placed  15 mirrors  in the sun.,Some,10369,placed __ in the sun,no,F,27
10,,cause_effect_prior,"""All of the limericks rhymed.""",Do you think Margaret is describing a normal event?,Matthew,object_high,M,15,limericks,rhymed,Matthew wrote  15 limericks.,All,4394,wrote __,yes,F,28
10,,cause_effect_prior,"""It&quotechars a beautiful day.""",Do you think Nicole is describing a normal event?,Emily,object_high,F,15,ice cubes,melted,Emily left  15 ice cubes  in the hot sun.,long_filler,2928,left __ in the hot sun,yes,F,29
10,,cause_effect_prior,"""All of the block towers fell down.""",Do you think Kimberly is describing a normal event?,Dorothy,object_mid,F,15,block towers,fell down,Dorothy punched  15 block towers.,All,4045,punched __,yes,F,30
10,,cause_effect_prior,"""Typical.""",Do you think Justin is describing a normal event?,Brandon,object_high,M,15,laptops,ran out of batteries,Brandon left  15 laptops  on (and unplugged) all day.,short_filler,3447,left __ on (and unplugged) all day,yes,M,31
10,,cause_effect_prior,"""Pretty normal.""",Do you think Tyler is describing a normal event?,Scott,object_low,M,15,beads,stuck,Scott glued  15 beads  to a piece of paper.,short_filler,5165,glued __ to a piece of paper,yes,M,32
11,,cause_effect_prior,"""Some of the comedians laughed.""",Do you think Matthew is describing a normal event?,Rachel,object_mid,F,15,comedians,laughed,Rachel told a joke to  15 comedians.,Some,4734,told a joke to __,yes,M,3
11,,cause_effect_prior,"""All of the oreos dissolved.""",Do you think Heather is describing a normal event?,Patrick,object_mid,M,15,oreos,dissolved,Patrick put  15 oreos  in a bucket of water.,All,3817,put __ in a bucket of water,yes,F,4
11,birds eat seeds,cause_effect_prior,"""None of the birds ate the seeds.""",Do you think Helen is describing a normal event?,Julie,object_high,F,15,birds,ate the seeds,Julie left seeds out for  15 birds.,None,7029,left seeds out for __,no,F,5
11,,cause_effect_prior,"""Nothing surprising there.""",Do you think Elizabeth is describing a normal event?,Benjamin,object_high,M,15,laptops,ran out of batteries,Benjamin left  15 laptops  on (and unplugged) all day.,short_filler,5792,left __ on (and unplugged) all day,yes,F,6
11,all stickers stick,cause_effect_prior,"""Some of the stickers stuck.""",Do you think Edward is describing a normal event?,Christopher,object_high,M,15,stickers,stuck,Christopher glued  15 stickers  to a piece of paper.,Some,16127,glued __ to a piece of paper,no,M,7
11,eggs don&quotechart pop,cause_effect_prior,"""Some of the eggs popped.""",Do you think Janet is describing a normal event?,Kenneth,object_low,M,15,eggs,popped,Kenneth poked  15 eggs  with a pin.,Some,6759,poked __ with a pin,no,F,8
11,backpakcs are too heavy,cause_effect_prior,"""Some of the backpacks blew away.""",Do you think Deborah is describing a normal event?,Jennifer,object_low,F,15,backpacks,blew away,Jennifer left  15 backpacks  on a table on a windy day.,Some,6888,left __ on a table on a windy day,no,F,9
11,,cause_effect_prior,"""All of the white shirts got stained.""",Do you think Karen is describing a normal event?,Betty,object_mid,F,15,white shirts,got stained,Betty spilled red nail polish on  15 white shirts.,All,2429,spilled red nail polish on __,yes,F,10
11,boxes don&quotechart breka,cause_effect_prior,"""None of the boxes broke.""",Do you think Daniel is describing a normal event?,Ronald,object_mid,M,15,boxes,broke,Ronald ran  15 boxes  over with a car.,None,6785,ran __ over with a car,no,M,11
11,houses dont&quotechar beep,cause_effect_prior,"""All of the houses beeped.""",Do you think Jessica is describing a normal event?,Stephanie,object_low,F,15,houses,beeped,Stephanie left the lights on in  15 houses.,All,5110,left the lights on in __,no,F,12
11,,cause_effect_prior,"""Some of the love notes had the letter Z in them.""",Do you think Robert is describing a normal event?,Carol,object_mid,F,15,love notes,had the letter Z in them,Carol wrote  15 love notes.,Some,4919,wrote __,yes,M,13
11,,cause_effect_prior,"""Some of the cameras flashed.""",Do you think Andrew is describing a normal event?,Gary,object_high,M,15,cameras,flashed,Gary took a picture with  15 cameras.,Some,2856,took a picture with __,yes,M,14
11,,cause_effect_prior,"""Some of the diamonds reflected the sunlight.""",Do you think Diane is describing a normal event?,Michelle,object_mid,F,15,diamonds,reflected the sunlight,Michelle placed  15 diamonds  in the sun.,Some,2136,placed __ in the sun,yes,F,15
11,,cause_effect_prior,"""As usual.""",Do you think Anna is describing a normal event?,Jonathan,object_high,M,15,coins,landed flat,Jonathan tossed  15 coins.,short_filler,2237,tossed __,yes,F,16
11,,cause_effect_prior,"""Some of the banana peels decomposed.""",Do you think Kimberly is describing a normal event?,Paul,object_high,M,15,banana peels,decomposed,Paul put  15 banana peels  in a compost pile for a month.,Some,3648,put __ in a compost pile for a month,yes,F,17
11,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think John is describing a normal event?,Emily,object_mid,F,15,shopping carts,rolled,Emily pushed  15 shopping carts.,short_filler,3343,pushed __,yes,M,18
11,,cause_effect_prior,"""It&quotechars so pretty.""",Do you think Brandon is describing a normal event?,Brian,object_mid,M,15,songs,rhymed,Brian wrote  15 songs.,long_filler,2007,wrote __,yes,M,19
11,they dont&quotechar explode ever,cause_effect_prior,"""None of the balls of tin foil exploded.""",Do you think Gregory is describing a normal event?,Donna,object_mid,F,15,balls of tin foil,exploded,Donna heated up  15 balls of tin foil  in a microwave.,None,7264,heated up __ in a microwave,no,M,20
11,,cause_effect_prior,"""Who came up with that idea?""",Do you think Cynthia is describing a normal event?,Virginia,object_low,F,15,candles,exploded,Virginia lit  15 candles.,long_filler,1983,lit __,yes,F,21
11,,cause_effect_prior,"""Pretty normal.""",Do you think Angela is describing a normal event?,Steven,object_low,M,15,pencils,melted,Steven left  15 pencils  in the hot sun.,short_filler,2550,left __ in the hot sun,yes,F,22
11,why is cake on the wall,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Do you think Rebecca is describing a normal event?,Richard,object_mid,M,15,cakes,stuck to the wall,Richard threw  15 cakes  against a wall.,Some,6193,threw __ against a wall,no,F,23
11,,cause_effect_prior,"""All of the card towers fell down.""",Do you think Mary is describing a normal event?,Joyce,object_high,F,15,card towers,fell down,Joyce punched  15 card towers.,All,3215,punched __,yes,F,24
11,,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Do you think Michael is describing a normal event?,David,object_mid,M,15,chocolate bars,froze,David put  15 chocolate bars  in the freezer.,long_filler,3320,put __ in the freezer,yes,M,25
11,,cause_effect_prior,"""Typical.""",Do you think Melissa is describing a normal event?,William,object_low,M,15,rocks,burnt,William threw  15 rocks  into a fire.,short_filler,1743,threw __ into a fire,yes,F,26
11,,cause_effect_prior,"""None of the cups sank.""",Do you think Nicholas is describing a normal event?,Margaret,object_mid,F,15,cups,sank,Margaret threw  15 cups  into a pool.,None,3318,threw __ into a pool,yes,M,27
11,,cause_effect_prior,"""I should start growing those myself.""",Do you think Shirley is describing a normal event?,Catherine,object_high,F,15,clovers,were green,Catherine saw  15 clovers.,long_filler,2294,saw __,yes,F,28
11,,cause_effect_prior,"""None of the bicycles stopped.""",Do you think Sharon is describing a normal event?,Lisa,object_low,F,15,bicycles,stopped,Lisa pressed the brakes on  15 bicycles.,None,3064,pressed the brakes on __,yes,F,29
11,,cause_effect_prior,"""All of the flashlights lit up.""",Do you think Jason is describing a normal event?,Amy,object_high,F,15,flashlights,lit up,Amy pressed the &quotecharon&quotechar button on  15 flashlights.,All,2127,pressed the &quotecharon&quotechar button on __,yes,M,30
11,,cause_effect_prior,"""Some of the shoes ripped.""",Do you think Dennis is describing a normal event?,Amanda,object_low,F,15,shoes,ripped,Amanda used  15 shoes  as dog toys.,Some,2400,used __ as dog toys,yes,M,31
11,,cause_effect_prior,"""That looks kind of dangerous.""",Do you think Larry is describing a normal event?,Kathleen,object_high,F,15,taxi drivers,honked,Kathleen cut off  15 taxi drivers.,long_filler,2543,cut off __,yes,M,32
12,,cause_effect_prior,"""Some of the books ripped.""",Do you think Scott is describing a normal event?,Virginia,object_high,F,15,books,ripped,Virginia used  15 books  as dog toys.,Some,7290,used __ as dog toys,yes,M,3
12,,cause_effect_prior,"""Pretty normal.""",Do you think Charles is describing a normal event?,Emily,object_mid,F,15,bus drivers,honked,Emily cut off  15 bus drivers.,short_filler,3239,cut off __,yes,M,4
12,,cause_effect_prior,"""There are people starving in the world.""",Do you think Brenda is describing a normal event?,Kathleen,object_mid,F,15,oreos,dissolved,Kathleen put  15 oreos  in a bucket of water.,long_filler,2528,put __ in a bucket of water,yes,F,5
12,baseballs don&quotechart get stuck,cause_effect_prior,"""All of the baseballs stuck to the wall.""",Do you think Jerry is describing a normal event?,Susan,object_low,F,15,baseballs,stuck to the wall,Susan threw  15 baseballs  against a wall.,All,17351,threw __ against a wall,no,M,6
12,,cause_effect_prior,"""All of the rocks burnt.""",Do you think Carolyn is describing a normal event?,Edward,object_low,M,15,rocks,burnt,Edward threw  15 rocks  into a fire.,All,6657,threw __ into a fire,yes,F,7
12,Houses don&quotechart beep,cause_effect_prior,"""Some of the houses beeped.""",Do you think Ashley is describing a normal event?,Steven,object_low,M,15,houses,beeped,Steven left the lights on in  15 houses.,Some,8503,left the lights on in __,no,F,8
12,,cause_effect_prior,"""As usual.""",Do you think David is describing a normal event?,Elizabeth,object_mid,F,15,bananas,were green,Elizabeth saw  15 bananas.,short_filler,6144,saw __,yes,M,9
12,,cause_effect_prior,"""It&quotechars so pretty.""",Do you think Shirley is describing a normal event?,Samuel,object_high,M,15,limericks,rhymed,Samuel wrote  15 limericks.,long_filler,8950,wrote __,yes,F,10
12,It&quotechars right it just sounds weird,cause_effect_prior,"""Some of the stickers stuck.""",Do you think William is describing a normal event?,Linda,object_high,F,15,stickers,stuck,Linda glued  15 stickers  to a piece of paper.,Some,21440,glued __ to a piece of paper,no,M,11
12,,cause_effect_prior,"""Some of the bike lights ran out of batteries.""",Do you think Paul is describing a normal event?,Robert,object_mid,M,15,bike lights,ran out of batteries,Robert left  15 bike lights  on (and unplugged) all day.,Some,6415,left __ on (and unplugged) all day,yes,M,12
12,,cause_effect_prior,"""Some of the toy cars rolled.""",Do you think Julie is describing a normal event?,Melissa,object_low,F,15,toy cars,rolled,Melissa pushed  15 toy cars.,Some,4712,pushed __,yes,F,13
12,Candles don&quotechart explode,cause_effect_prior,"""Some of the candles exploded.""",Do you think Timothy is describing a normal event?,James,object_low,M,15,candles,exploded,James lit  15 candles.,Some,9651,lit __,no,M,14
12,,cause_effect_prior,"""None of the phones flashed.""",Do you think Sarah is describing a normal event?,Lisa,object_mid,F,15,phones,flashed,Lisa took a picture with  15 phones.,None,6159,took a picture with __,yes,F,15
12,,cause_effect_prior,"""All of the berries froze.""",Do you think Donna is describing a normal event?,Samantha,object_high,F,15,berries,froze,Samantha put  15 berries  in the freezer.,All,5807,put __ in the freezer,yes,F,16
12,,cause_effect_prior,"""I just wish the weather was better.""",Do you think Gregory is describing a normal event?,Dennis,object_mid,M,15,hats,blew away,Dennis left  15 hats  on a table on a windy day.,long_filler,5023,left __ on a table on a windy day,yes,M,17
12,,cause_effect_prior,"""Some of the lawyers laughed.""",Do you think Jacob is describing a normal event?,Richard,object_low,M,15,lawyers,laughed,Richard told a joke to  15 lawyers.,Some,6415,told a joke to __,yes,M,18
12,,cause_effect_prior,"""All of the bubbles popped.""",Do you think Matthew is describing a normal event?,Heather,object_high,F,15,bubbles,popped,Heather poked  15 bubbles  with a pin.,All,4607,poked __ with a pin,yes,M,19
12,It&quotechars correct sounds odd though,cause_effect_prior,"""Some of the coins landed flat.""",Do you think Betty is describing a normal event?,Michelle,object_high,F,15,coins,landed flat,Michelle tossed  15 coins.,Some,15280,tossed __,no,F,20
12,,cause_effect_prior,"""Typical.""",Do you think Ryan is describing a normal event?,Jeffrey,object_high,M,15,card towers,fell down,Jeffrey punched  15 card towers.,short_filler,2896,punched __,yes,M,21
12,,cause_effect_prior,"""All of the cd-players lit up.""",Do you think Joseph is describing a normal event?,Angela,object_low,F,15,cd-players,lit up,Angela pressed the &quotecharon&quotechar button on  15 cd-players.,All,5970,pressed the &quotecharon&quotechar button on __,yes,M,22
